,word,score
1367,visibility,0.25
1368,raw,-0.25
1369,steadily,-0.125
1370,efficiently,0.25
1371,dragged,-0.25
1372,emotions,0.625
1373,memorable,0.125
1374,awful,-0.875
1375,Together,0.375
1376,ripped,-0.25
1377,Too,-0.125
1378,warn,-0.5
1379,Healthcare,0.25
1380,stranded,-0.125
1381,transformation,0.125
1382,displaced,0.125
1383,maximize,0.25
1384,significance,0.25
1385,apology,-0.625
1386,aired,-0.125
1387,unacceptable,-0.75
1388,payable,0.125
1389,anxiety,-0.125
1390,privilege,0.5
1391,Ambassador,0.375
1392,friendship,0.125
1393,insist,-0.25
1394,phenomenon,0.125
1395,succeeded,0.125
1396,colleague,-0.125
1397,Credit,0.125
1398,execute,0.125
1399,grain,-0.125
1400,diagnosis,0.25
1401,scary,-0.75
1402,Browns,-0.375
1403,Performance,0.125
1404,scoreless,-0.5
1405,toxic,-0.25
1406,toughest,-0.75
1407,undefeated,0.5
1408,adjustment,0.5
1409,Talk,-0.125
1410,conscious,-0.125
1411,poorly,-0.625
1412,genetic,-0.125
1413,instrument,0.5
1414,dangers,-0.5
1415,academy,-0.125
1416,withdrew,-0.375
1417,loyalty,0.25
1418,encourages,0.125
1419,robbed,-0.5
1420,apologize,-0.625
1421,Devils,-0.25
1422,talents,0.125
1423,fits,-0.5
1424,relieved,0.25
1425,heroes,0.375
1426,superb,0.875
1427,courtesy,0.5
1428,murdered,-0.625
1429,disability,-0.75
1430,anxious,0.125
1431,strengths,0.375
1432,minded,-0.5
1433,humanity,0.375
1434,centuries,0.125
1435,screaming,0.125
1436,Opposition,-0.75
1437,severely,-0.25
1438,confidential,0.125
1439,recreation,0.25
1440,Help,0.5
1441,hurting,-0.75
1442,relaxed,-0.125
1443,charities,0.5
1444,Heart,-0.125
1445,stunned,-0.125
1446,minimize,-0.125
1447,patience,0.75
1448,Nevertheless,-0.375
1449,showdown,-0.5
1450,openly,0.125
1451,Never,-0.625
1452,watchdog,-0.25
1453,obesity,-0.5
1454,reduces,0.125
1455,diluted,-0.125
1456,beneficial,0.625
1457,credible,0.625
1458,complaining,-0.75
1459,Strong,0.5
1460,Ted,-0.5
1461,considerably,0.125
1462,psychological,-0.375
1463,Emergency,-0.5
1464,amendments,-0.125
1465,regret,-0.875
1466,Better,0.5
1467,consortium,0.125
1468,abilities,0.5
1469,inclusion,0.125
1470,brown,-0.375
1471,satisfy,0.5
1472,surprisingly,0.125
1473,unhappy,-0.75
1474,denying,-0.875
1475,beloved,0.125
1476,shocking,0.375
1477,warns,-0.5
1478,plagued,-0.25
1479,investigator,1.0
1480,Captain,0.375
1481,Reserve,0.875
1482,emotion,0.625
1483,weighing,0.5
1484,abandon,-0.375
1485,demonstrators,0.25
1486,skeptical,-0.25
1487,expire,0.125
1488,Recreation,0.25
1489,Less,-0.25
1490,weakened,0.125
1491,certificate,0.125
1492,Recent,0.25
1493,fold,0.125
1494,joked,0.375
1495,subscriber,0.125
1496,swine_flu,-0.125
1497,convenience,0.375
1498,glory,0.25
1499,trick,-0.125
1500,Demand,-0.25
1501,mad,0.125
1502,Chargers,0.125
1503,AAA,0.125
1504,Elementary,-0.25
1505,wasted,0.125
1506,limitations,0.25
1507,likelihood,0.25
1508,confrontation,-0.25
1509,wondered,0.375
1510,upbeat,0.75
1511,horrible,-0.625
1512,distinct,0.25
1513,skilled,0.625
1514,raids,-0.125
1515,casual,-0.5
1516,overturned,-0.125
1517,Fitch,-0.375
1518,Set,0.125
1519,rewards,0.625
1520,withdrawn,-0.375
1521,assuming,-0.375
1522,corrupt,-0.625
1523,cheer,0.125
1524,Intelligence,0.5
1525,improves,0.375
1526,inspire,0.125
1527,Freeman,-0.625
1528,embarrassing,-0.25
1529,Apparently,0.375
1530,Had,0.25
1531,convincing,0.125
1532,smiling,0.125
1533,trauma,-0.625
1534,lacked,0.125
1535,abused,-0.75
1536,pursuant,0.125
1537,fragile,-0.625
1538,chronic,-0.375
1539,Wizards,0.125
1540,Cancer,-0.125
1541,blend,0.125
1542,Affairs,0.5
1543,revenge,-0.25
1544,bacteria,0.125
1545,intact,0.5
1546,strained,-0.25
1547,rhetoric,0.125
1548,recommends,-0.125
1549,Soon,-0.125
1550,vary,-0.25
1551,medications,0.25
1552,flash,-0.25
1553,naked,0.375
1554,instantly,-0.375
1555,buys,0.5
1556,Master,0.625
1557,finest,0.375
1558,disorder,-0.375
1559,outright,-0.375
1560,Win,0.125
1561,Certainly,0.25
1562,bullish,0.5
1563,downs,0.125
1564,Non,-0.625
1565,precisely,0.125
1566,unidentified,-0.125
1567,exempt,-0.125
1568,immigrant,-0.125
1569,sustainability,0.125
1570,Cavaliers,0.125
1571,Executive_Director,0.25
1572,belonging,0.5
1573,enthusiastic,0.625
1574,AMD,0.125
1575,capitalize,0.25
1576,correctly,0.25
1577,lacking,0.125
1578,precise,0.75
1579,creativity,0.125
1580,lovely,0.25
1581,General_Manager,0.625
1582,unlimited,-0.5
1583,Gay,0.125
1584,divide,-0.375
1585,Off,-0.625
1586,Lower,-0.125
1587,animated,0.125
1588,enacted,0.125
1589,confronted,-0.5
1590,relax,-0.125
1591,hailed,0.375
1592,hospitality,0.25
1593,thorough,0.75
1594,ordering,0.125
1595,bother,-0.125
1596,Already,0.125
1597,helmet,-0.125
1598,altogether,-0.25
1599,favors,0.125
1600,Boy,0.25
1601,smashed,-0.25
1602,yelling,-0.5
1603,disturbing,-0.125
1604,murders,-0.375
1605,threatens,-0.125
1606,reflection,0.125
1607,uncomfortable,-0.75
1608,anonymous,-0.5
1609,crushed,-0.25
1610,merit,0.75
1611,stripped,-0.25
1612,adapt,0.25
1613,romantic,0.25
1614,blacks,-0.375
1615,Joel,-0.25
1616,convictions,-0.625
1617,cops,-0.25
1618,d,-0.125
1619,Very,0.5
1620,credentials,0.125
1621,poses,-0.375
1622,permanently,0.25
1623,differ,0.25
1624,Superior_Court,-0.25
1625,Immigration,-0.25
1626,precious,0.375
1627,lowering,-0.25
1628,prosperity,0.125
1629,booth,0.125
1630,dignity,0.75
1631,Vice,0.25
1632,tends,0.375
1633,Initiative,0.375
1634,wary,0.625
1635,spite,-0.875
1636,jokes,0.375
1637,characterized,-0.25
1638,suited,0.75
1639,fitting,0.5
1640,lend,0.25
1641,Hicks,-0.625
1642,misleading,-1.0
1643,insights,0.125
1644,freely,0.375
1645,heart_disease,0.25
1646,abuses,-0.625
1647,documented,0.125
1648,Level,-0.25
1649,bust,0.375
1650,anticipation,-0.125
1651,Find,0.625
1652,mentor,0.375
1653,injuring,-0.5
1654,secrets,-0.25
1655,niche,0.25
1656,compares,0.25
1657,nightmare,-0.125
1658,suspend,-0.375
1659,preference,0.375
1660,inadequate,-0.5
1661,scam,-0.125
1662,easing,0.375
1663,Nash,0.125
1664,Santa,0.25
1665,villagers,0.125
1666,wounding,-0.125
1667,accommodation,0.5
1668,Actually,0.375
1669,relying,0.375
1670,modified,-0.375
1671,tornado,-0.25
1672,washed,-0.125
1673,bizarre,-0.25
1674,Universal,-0.125
1675,unanimous,0.125
1676,invisible,-0.375
1677,meltdown,-0.25
1678,coordination,0.5
1679,lure,0.5
1680,verify,0.5
1681,Fortunately,0.5
1682,expires,0.125
1683,faithful,0.375
1684,believing,-0.125
1685,Bucks,-0.5
1686,Donna,0.25
1687,desired,0.25
1688,insult,-0.25
1689,spectators,0.25
1690,persistent,-0.125
1691,minor_league,-0.375
1692,mixture,-0.125
1693,dismissal,-0.5
1694,Want,-0.25
1695,confessed,-0.375
1696,functional,0.5
1697,feat,0.25
1698,unaware,-0.25
1699,solicitation,0.5
1700,curious,-0.25
1701,prisons,-0.125
1702,compatible,0.5
1703,smallest,-0.375
1704,wisdom,0.125
1705,MS,-0.125
1706,promotes,0.125
1707,continually,0.125
1708,Rescue,0.125
1709,Bird,-0.125
1710,endorse,0.375
1711,minors,-0.375
1712,qualities,0.375
1713,Christie,0.125
1714,informal,-0.25
1715,rewarded,0.375
1716,protective,0.125
1717,independently,-0.375
1718,silly,-0.125
1719,deliberately,0.375
1720,violates,-0.25
1721,insisting,-0.125
1722,Number,-0.375
1723,complexity,0.25
1724,collaborative,0.125
1725,nasty,-0.875
1726,renewal,0.125
1727,identical,-0.375
1728,prone,-0.375
1729,gaps,0.125
1730,allocation,0.125
1731,exemption,0.125
1732,thoroughly,0.625
1733,vibrant,0.625
1734,successes,0.125
1735,exploit,0.25
1736,Quality,0.375
1737,Welcome,0.25
1738,mentally,0.125
1739,disabilities,-0.75
1740,tallied,0.375
1741,True,0.5
1742,endured,-0.5
1743,Buckeyes,-0.125
1744,instructed,0.5
1745,assassination,-0.25
1746,blasts,-0.125
1747,outgoing,-0.125
1748,Rookie,-0.25
1749,unrelated,0.25
1750,confront,-0.5
1751,wrongdoing,0.5
1752,Revolution,0.125
1753,settling,-0.25
1754,MA,0.875
1755,Century,0.125
1756,imagination,-0.375
1757,Apart,0.5
1758,wreck,-0.75
1759,stellar,0.125
1760,Flash,-0.25
1761,overhead,-0.375
1762,harassment,-0.5
1763,unsuccessful,-0.5
1764,distinguished,-0.25
1765,superstar,0.125
1766,cop,-0.25
1767,dump,-0.125
1768,Otherwise,-0.25
1769,receptions,0.5
1770,healthier,0.5
1771,varied,-0.25
1772,secular,-0.75
1773,Fitzgerald,0.25
1774,Mom,0.875
1775,honestly,0.375
1776,unanimously,0.375
1777,giants,-0.25
1778,mobility,0.375
1779,Conservation,-0.25
1780,competitiveness,-0.125
1781,slaying,-0.375
1782,respects,0.125
1783,Focus,0.125
1784,intimate,0.25
1785,bias,-0.875
1786,shine,0.25
1787,unlawful,-0.75
1788,thankful,0.25
1789,romance,0.25
1790,moratorium,0.375
1791,pivotal,0.5
1792,beverage,0.25
1793,inviting,0.125
1794,cleaned,-0.125
1795,relies,0.375
1796,depressed,-0.125
1797,realizing,0.375
1798,sexy,0.625
1799,addiction,0.125
1800,voluntarily,0.375
1801,hurts,-0.625
1802,Health_Care,-0.625
1803,Patients,0.125
1804,misconduct,-0.25
1805,appetite,-0.25
1806,bothered,-0.375
1807,essence,0.25
1808,Dodge,-0.5
1809,eligibility,0.125
1810,expose,0.125
1811,relied,0.375
1812,Victor,0.25
1813,Reyes,0.125
1814,notorious,-0.875
1815,happiness,1.0
1816,mysterious,0.125
1817,Imagine,-0.5
1818,logical,0.625
1819,Invitational,0.375
1820,framing,0.25
1821,embarrassed,-0.25
1822,fascinating,0.25
1823,reasonably,-0.125
1824,replaces,-0.5
1825,surprises,0.125
1826,collided,-0.125
1827,lining,-0.25
1828,welcomes,0.25
1829,positively,-0.25
1830,abusive,-0.875
1831,sympathy,0.125
1832,ailing,-0.875
1833,Bad,-0.875
1834,newer,0.375
1835,comprising,0.125
1836,territories,0.25
1837,notch,0.125
1838,abducted,-0.125
1839,retirees,0.125
1840,admitting,0.125
1841,attributable,0.625
1842,judiciary,0.25
1843,Higher,0.375
1844,landfill,-0.375
1845,Tests,0.125
1846,ignoring,-0.5
1847,weaknesses,-0.375
1848,accidentally,0.125
1849,miracle,0.375
1850,bogey,-0.11200000000000004
1851,certificates,0.125
1852,heroin,-0.125
1853,defensively,0.125
1854,capturing,-0.125
1855,Li,-0.125
1856,rewarding,0.375
1857,clever,0.5
1858,clarity,0.375
1859,wished,-0.25
1860,weakening,-0.125
1861,profound,0.625
1862,stranger,-0.75
1863,smoothly,0.125
1864,contentious,0.375
1865,unexpectedly,-0.125
1866,Regardless,-0.625
1867,harmful,-0.625
1868,Ph.D.,0.25
1869,militia,-0.625
1870,Rules,0.25
1871,pinch,-0.5
1872,ranged,0.125
1873,uninsured,0.125
1874,accord,0.125
1875,deceased,-0.375
1876,disastrous,-0.75
1877,protections,-0.125
1878,unconstitutional,-0.75
1879,disappear,-0.5
1880,undoubtedly,0.5
1881,Diaz,0.375
1882,caliber,0.625
1883,endless,0.125
1884,comparing,-0.25
1885,wild_card,-0.375
1886,subtle,0.25
1887,fraudulent,-0.625
1888,adequately,0.25
1889,Upper,0.375
1890,famed,0.375
1891,raided,-0.5
1892,arrange,0.125
1893,honoring,0.125
1894,defeats,-0.25
1895,shaky,0.5
1896,personalities,-0.125
1897,rubble,-0.375
1898,inspiring,0.125
1899,neglect,-0.125
1900,hype,0.125
1901,trace,0.125
1902,pairs,0.125
1903,dive,-0.125
1904,demographic,-0.125
1905,guilt,-0.625
1906,contracting,-0.125
1907,Dozens,-0.25
1908,asthma,-0.375
1909,ambitions,0.375
1910,downside,0.125
1911,acknowledges,0.125
1912,loads,-0.25
1913,Movement,-0.125
1914,surpassed,-0.25
1915,bits,-0.125
1916,broadly,-0.375
1917,mineral,0.25
1918,grief,-0.625
1919,hefty,0.125
1920,corresponding,0.375
1921,outings,-0.125
1922,junk,-0.375
1923,leaning,0.375
1924,authentic,0.625
1925,tricky,-0.75
1926,precision,-0.125
1927,Lead,0.125
1928,Animal,-0.375
1929,trainers,-0.25
1930,infamous,-0.875
1931,unauthorized,-0.875
1932,preservation,-0.125
1933,poorest,-0.75
1934,charitable,0.25
1935,improper,-0.625
1936,intentionally,0.375
1937,screened,0.375
1938,quantity,-0.375
1939,unavailable,-0.125
1940,criticize,-0.25
1941,hinted,0.5
1942,wonders,0.75
1943,oath,-0.375
1944,rap,-0.75
1945,ambition,0.375
1946,losers,-0.375
1947,exhausted,0.125
1948,rigorous,0.125
1949,Speedway,0.125
1950,Blue_Devils,-0.125
1951,verification,0.375
1952,foremost,0.625
1953,Strategy,0.125
1954,Know,0.625
1955,plight,-0.625
1956,Nature,0.5
1957,overlooked,-0.125
1958,tolerated,-0.5
1959,granting,0.375
1960,inaccurate,-0.5
1961,indirectly,-0.75
1962,sunny,0.5
1963,weaken,0.125
1964,Really,0.625
1965,festivities,0.125
1966,lobbyists,-0.125
1967,Fresh,-0.25
1968,module,0.125
1969,criticizing,-0.25
1970,nicely,0.25
1971,tendency,0.375
1972,coroner,-0.25
1973,smiles,0.125
1974,protects,-0.75
1975,stuffed,0.125
1976,Consider,0.125
1977,catastrophic,-0.75
1978,chemotherapy,-0.125
1979,benefiting,0.375
1980,upgrading,0.5
1981,Natural_Resources,0.375
1982,literacy,0.25
1983,enthusiasts,0.125
1984,coveted,-0.125
1985,clarify,0.25
1986,elegant,0.5
1987,concussion,-0.5
1988,wears,-0.25
1989,nearest,-0.25
1990,vulnerability,0.125
1991,disasters,-0.375
1992,comparisons,-0.25
1993,envoy,-0.125
1994,offensively,-0.5
1995,crises,-0.125
1996,fairness,0.5
1997,acquitted,0.25
1998,resistant,-0.125
1999,possess,0.125
2000,backlog,-0.625
2001,cheered,0.25
2002,fabulous,0.75
2003,innocence,0.25
2004,darkness,-0.375
2005,imagined,-0.5
2006,modules,0.125
2007,fumble,-0.125
2008,strive,-0.125
2009,Available,0.375
2010,dismal,-0.625
2011,cared,0.375
2012,grasp,0.5
2013,tablet,0.125
2014,submitting,0.125
2015,justices,0.25
2016,staggering,-0.5
2017,pills,0.125
2018,Protection,-0.125
2019,Victory,0.375
2020,insufficient,-0.75
2021,intriguing,0.25
2022,lightly,-0.125
2023,narrowly,0.125
2024,fatigue,-0.25
2025,awkward,-0.75
2026,Basically,0.5
2027,outrageous,-0.875
2028,breeding,0.625
2029,assaulted,-0.375
2030,optimize,0.125
2031,tortured,0.375
2032,cute,0.5
2033,doping,0.125
2034,embarrassment,0.125
2035,assumes,-0.375
2036,pause,0.125
2037,rage,-0.25
2038,Pride,0.625
2039,tangible,0.5
2040,hats,-0.25
2041,entertain,0.125
2042,unpaid,-0.125
2043,overwhelmingly,-0.375
2044,crafts,0.125
2045,Morales,0.125
2046,equality,-0.5
2047,accepts,0.125
2048,widow,-0.125
2049,grim,-0.75
2050,immense,-0.125
2051,steer,0.125
2052,emotionally,0.125
2053,Distribution,0.25
2054,Winning,-0.125
2055,inspector,0.25
2056,asserted,0.125
2057,gays,0.125
2058,troubling,-0.125
2059,upscale,0.5
2060,nuts,-0.125
2061,sampling,0.375
2062,pleasant,0.5
2063,busiest,0.375
2064,forensic,-0.25
2065,comprises,0.125
2066,downgraded,-0.625
2067,Buck,-0.5
2068,presently,-0.125
2069,Say,0.125
2070,immunity,-0.125
2071,casualty,-0.75
2072,genius,0.5
2073,unsafe,-0.125
2074,dire,-0.5
2075,flaws,-0.125
2076,applause,0.375
2077,wishing,0.5
2078,packs,-0.25
2079,fitted,0.75
2080,satisfying,0.5
2081,tentative,-0.625
2082,amazed,-0.25
2083,enjoyable,0.25
2084,merits,0.75
2085,cheating,0.625
2086,beneficiaries,-0.125
2087,adapted,0.25
2088,blaming,-0.25
2089,stringent,-0.25
2090,raw_materials,0.125
2091,horrific,-0.875
2092,heavyweight,-0.125
2093,shield,-0.125
2094,prevents,0.25
2095,magical,-0.25
2096,delicate,0.11200000000000004
2097,miserable,-0.875
2098,cracks,0.125
2099,NOT,-0.625
2100,Reform,0.125
2101,deadliest,-0.5
2102,comfortably,-0.125
2103,neat,0.125
2104,enhancements,0.375
2105,thrive,0.125
2106,inevitably,0.25
2107,ruined,-0.5
2108,Islamist,0.5
2109,retaliation,-0.25
2110,GP,-0.5
2111,spurred,0.125
2112,garnered,0.125
2113,autism,-0.5
2114,Risk,-0.25
2115,hatred,-0.25
2116,Excellence,0.625
2117,appropriately,0.25
2118,tainted,-0.25
2119,slick,0.25
2120,unwanted,-0.25
2121,tolerate,-0.5
2122,influences,0.25
2123,enforced,-0.125
2124,pressured,0.25
2125,irresponsible,0.5
2126,fatalities,-0.75
2127,bracket,0.25
2128,donating,0.625
2129,magnificent,0.25
2130,Prison,-0.125
2131,charm,0.5
2132,catastrophe,-0.5
2133,Raptors,-0.125
2134,buck,-0.5
2135,humble,-0.375
2136,pronounced,0.125
2137,answering,-0.25
2138,Rule,0.25
2139,nonetheless,-0.375
2140,Enterprises,0.125
2141,enduring,-0.5
2142,Sears,-0.125
2143,severity,-0.75
2144,deteriorating,-0.5
2145,policing,0.125
2146,compassion,-0.5
2147,formidable,0.875
2148,departed,-0.375
2149,conscience,0.125
2150,stack,-0.125
2151,efficacy,0.125
2152,bang,0.5
2153,Wow,-0.125
2154,rescuers,-0.25
2155,speculate,0.25
2156,cheers,0.125
2157,micro,-0.125
2158,Considering,0.125
2159,speedy,0.5
2160,Westminster,0.5
2161,definitive,0.25
2162,Similar,0.125
2163,Aid,-0.25
2164,contributes,0.25
2165,competent,0.75
2166,nerves,-0.25
2167,massacre,-0.25
2168,contempt,-0.625
2169,distraction,-0.375
2170,tricks,-0.125
2171,relentless,-0.75
2172,demise,-0.625
2173,incorrect,-0.625
2174,considerations,0.25
2175,unpredictable,-0.625
2176,verified,0.5
2177,seasoned,-0.25
2178,Pike,0.375
2179,excuses,-0.25
2180,cracking,-0.125
2181,seizure,0.25
2182,Release,0.125
2183,diagnostic,0.25
2184,adjusting,0.125
2185,Vegas,0.125
2186,slept,-0.125
2187,shoots,0.125
2188,Spa,0.5
2189,constructive,0.5
2190,reinforce,0.125
2191,rainy,-0.25
2192,Loss,-0.25
2193,prefers,0.875
2194,bent,0.125
2195,cluster,-0.125
2196,Nonetheless,-0.375
2197,powerhouse,0.25
2198,rejects,-0.5
2199,hazard,-0.25
2200,unofficial,-0.75
2201,distress,-0.875
2202,AU,-0.125
2203,sensation,-0.125
2204,Yang,0.125
2205,incomplete,0.25
2206,Approximately,0.25
2207,cruel,-0.625
2208,Were,0.125
2209,Virgin,-0.125
2210,trimmed,0.125
2211,ordeal,-0.375
2212,classical,0.25
2213,destructive,-0.625
2214,ineffective,-0.625
2215,await,-0.25
2216,thrust,-0.125
2217,discharged,0.125
2218,strangers,-0.75
2219,founders,-0.125
2220,vague,-0.125
2221,repaired,-0.125
2222,forgot,0.25
2223,sensible,0.5
2224,deterioration,-0.5
2225,spared,-0.625
2226,progressed,0.5
2227,displaying,0.125
2228,emergencies,-0.5
2229,redemption,-0.125
2230,Practice,0.125
2231,gentle,0.875
2232,gifted,-0.125
2233,bore,-0.125
2234,loser,-0.375
2235,intoxicated,0.5
2236,overly,-0.125
2237,rested,-0.125
2238,happier,0.875
2239,thriving,0.125
2240,spa,0.5
2241,overdue,-0.25
2242,Questions,-0.125
2243,stylish,0.375
2244,scramble,-0.125
2245,consciousness,0.125
2246,bankrupt,-0.625
2247,endangered,-0.125
2248,proudly,0.125
2249,endeavor,0.125
2250,lively,0.5
2251,doubleheader,-0.125
2252,Vote,0.125
2253,Joy,0.25
2254,undergraduate,-0.125
2255,withstand,-0.125
2256,preferences,0.375
2257,recommending,-0.125
2258,creatures,-0.375
2259,cancers,-0.125
2260,delaying,0.125
2261,withdrawing,-0.375
2262,morale,0.125
2263,balloon,-0.125
2264,Shields,-0.125
2265,bucks,-0.5
2266,dilemma,-0.25
2267,Truth,0.625
2268,ruin,-0.5
2269,offs,-0.625
2270,worthwhile,0.375
2271,genuinely,0.625
2272,dreamed,-0.125
2273,wellness,0.625
2274,probable,0.25
2275,frankly,0.375
2276,comprise,0.125
2277,unwilling,-0.75
2278,Named,0.25
2279,steering,0.125
2280,Opponents,-0.125
2281,earmarked,0.125
2282,Got,0.125
2283,accidental,-0.125
2284,enhancement,0.375
2285,inclined,0.375
2286,clashed,-0.125
2287,restitution,-0.125
2288,Happy,0.875
2289,Jail,0.125
2290,jeopardy,-0.25
2291,Talking,-0.125
2292,viewer,0.25
2293,endure,-0.5
2294,invaluable,0.125
2295,dragging,-0.25
2296,resting,-0.125
2297,straightforward,0.5
2298,demolished,-0.125
2299,Tate,0.125
2300,Lowell,0.375
2301,impaired,-0.125
2302,acknowledging,0.125
2303,killers,-0.375
2304,enforcing,-0.125
2305,winless,-0.25
2306,prototype,-0.25
2307,irrelevant,-0.625
2308,cream,0.25
2309,waived,-0.625
2310,Hard,-0.75
2311,murdering,-0.625
2312,Sierra,-0.25
2313,swiftly,0.25
2314,capitalized,0.25
2315,gorgeous,0.75
2316,pill,0.125
2317,professionally,0.125
2318,Mayo,-0.125
2319,Contract,0.25
2320,Crusaders,-0.25
2321,injunction,-0.125
2322,directive,0.125
2323,optimal,0.5
2324,occupy,0.375
2325,downed,0.375
2326,inspected,0.125
2327,congestion,-0.125
2328,consultations,0.125
2329,energetic,0.375
2330,corrected,0.25
2331,prudent,0.625
2332,fearing,-0.5
2333,realizes,0.375
2334,scandals,-0.125
2335,scrapped,0.125
2336,smarter,0.5
2337,misery,-0.125
2338,mock,-0.125
2339,faded,0.125
2340,Jared,-0.125
2341,vacuum,-0.375
2342,definite,0.75
2343,undisclosed,-0.25
2344,rampant,-0.625
2345,proposition,-0.125
2346,reinforced,0.125
2347,exploited,0.375
2348,hated,-0.75
2349,thoughtful,0.25
2350,lobbyist,-0.125
2351,defines,0.375
2352,deported,0.125
2353,bureaucracy,-0.125
2354,speculative,-0.75
2355,malaria,-0.375
2356,consolation,-0.375
2357,inspect,0.125
2358,prostitution,0.125
2359,varying,-0.25
2360,compliant,0.5
2361,hydrogen,-0.25
2362,overturn,-0.125
2363,Booth,0.125
2364,Sally,0.125
2365,puzzle,0.375
2366,unspecified,-0.625
2367,vacancy,-0.25
2368,condemn,-0.25
2369,worsening,-0.125
2370,whopping,-0.25
2371,cater,0.125
2372,desirable,0.5
2373,Wins,0.125
2374,hazards,-0.25
2375,optimized,0.125
2376,understandable,0.25
2377,moms,0.875
2378,Civil,0.125
2379,Specifically,0.375
2380,Ready,-0.25
2381,reckless,-0.625
2382,bearish,-0.5
2383,theatrical,0.125
2384,Success,0.125
2385,viability,0.125
2386,vicious,-0.625
2387,pounded,0.125
2388,SARS,-0.125
2389,barbecue,0.25
2390,sentiments,-0.125
